Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
165,2,1,2,1,0,0,1,2,1,1,0,1,0,1,53325
84,2,4,1,1,0,0,0,1,1,1,0,1,0,0,33800
39,2,0,4,0,0,1,1,2,0,0,0,0,1,0,31975
216,1,4,4,0,1,0,1,2,1,0,0,1,0,1,47600
157,2,0,2,1,0,0,0,2,0,1,1,1,1,0,48875
195,2,0,1,0,0,1,1,3,1,0,1,0,0,0,47625
25,1,4,1,0,1,0,0,2,0,0,0,1,1,0,23825
22,1,3,5,0,0,1,1,1,0,1,0,0,1,0,31300
22,3,0,3,1,0,0,1,1,1,0,0,1,1,1,47000
72,2,4,3,0,1,0,1,2,1,0,0,1,1,0,44250
22,2,3,1,1,0,0,0,1,0,0,0,1,1,0,30000
234,3,1,5,0,0,1,1,3,0,1,0,1,0,1,49550
125,1,2,4,0,1,0,0,3,0,1,1,1,0,0,45075
199,1,0,5,0,0,1,1,1,0,0,0,0,0,1,32225
54,2,0,1,1,0,0,1,3,1,0,0,0,0,0,46350
62,1,4,3,0,1,0,0,1,1,1,1,1,1,0,37000
31,3,4,4,0,0,1,1,3,0,1,0,1,1,1,45475
172,3,1,2,0,0,1,0,2,1,0,0,0,1,0,20300
22,2,1,5,0,1,0,1,2,1,1,0,0,0,1,40050
237,2,2,5,1,0,0,1,1,0,0,0,0,1,1,50175
73,2,4,4,0,0,1,0,2,1,0,0,1,1,1,25525
72,2,2,4,1,0,0,0,3,1,1,1,1,0,0,54500
241,1,1,4,0,1,0,0,2,1,1,1,1,1,1,43975
16,3,3,3,0,1,0,1,2,0,0,0,0,0,0,38900
66,1,1,5,0,1,0,1,1,1,0,1,1,0,1,51100
137,2,4,5,1,0,0,0,3,0,0,0,0,1,0,41175
208,1,3,2,1,0,0,0,2,1,1,1,0,1,0,46700
161,2,2,4,0,0,1,0,3,1,1,0,0,0,0,26525
21,1,3,4,0,0,1,0,2,0,1,0,1,1,1,22975
57,2,1,2,0,1,0,0,3,1,1,1,0,0,1,37425
49,2,0,2,0,1,0,1,3,1,0,1,0,0,1,50225
246,2,3,5,1,0,0,1,2,1,0,0,1,0,1,59350
63,1,4,3,0,1,0,1,3,1,1,0,1,1,1,47275
36,1,3,1,0,1,0,1,3,0,0,1,1,0,0,53600
136,3,2,4,0,0,1,0,1,1,0,0,1,1,0,23600
139,3,1,4,0,1,0,1,2,1,0,0,1,0,0,46425
242,3,1,4,0,0,1,1,2,1,0,0,1,0,0,44000
242,2,1,4,0,1,0,0,3,0,1,1,0,0,0,44300
192,1,4,5,0,1,0,1,2,0,0,1,1,0,0,59750
23,3,4,5,0,1,0,1,2,1,0,1,0,1,1,54325
2,2,4,5,1,0,0,1,1,1,1,1,1,1,0,63500
186,3,3,2,1,0,0,1,2,1,1,0,0,1,1,52400
216,3,1,3,0,1,0,0,1,0,0,1,0,1,1,35650
105,1,0,5,0,1,0,0,1,0,0,1,1,0,0,36075
124,2,4,3,0,1,0,1,2,0,1,0,0,0,1,42100
7,1,0,1,1,0,0,0,3,1,0,1,0,1,1,40425
6,1,1,1,0,0,1,1,2,0,1,0,0,1,1,27900
188,3,4,2,0,1,0,1,1,1,0,0,0,1,1,39450
51,2,0,4,1,0,0,1,3,0,1,0,1,0,0,55475
67,1,2,2,0,1,0,1,2,1,0,0,0,0,1,35425
89,3,3,4,0,0,1,1,2,1,0,0,0,1,0,37225
108,3,1,1,0,0,1,1,2,1,1,0,0,1,1,33700
49,2,4,2,0,1,0,0,1,1,1,1,0,0,0,32475
214,1,3,3,0,1,0,1,2,1,0,0,0,0,1,41100
217,3,2,1,0,1,0,1,1,0,1,0,1,1,0,42875
89,2,3,4,0,1,0,1,1,1,1,1,0,0,1,50225
220,3,2,1,1,0,0,1,3,0,0,1,1,0,1,69450
123,1,1,2,0,1,0,0,1,0,1,1,0,0,0,30325
131,1,0,5,0,1,0,1,2,1,1,1,0,1,0,52275
62,3,0,2,0,1,0,0,3,1,1,0,0,0,0,26550
245,3,1,3,0,0,1,0,1,1,0,0,1,0,1,24325
112,3,0,3,1,0,0,1,1,1,1,1,0,0,1,57800
26,3,3,4,1,0,0,0,3,0,1,0,0,0,1,39150
116,1,0,4,0,0,1,0,2,1,0,1,0,0,1,29400
15,1,3,2,1,0,0,0,3,0,1,1,0,1,1,45125
110,2,2,3,0,1,0,1,3,1,0,1,0,1,0,54500
101,1,4,4,1,0,0,0,3,1,0,1,1,1,0,53975
139,1,4,2,0,0,1,0,1,0,1,1,1,1,1,32425
97,2,4,2,0,1,0,0,3,1,1,0,1,0,1,33375
111,2,4,5,1,0,0,1,3,0,1,1,0,1,0,68525
80,2,4,2,0,1,0,1,3,1,0,1,1,0,1,58450
110,1,2,5,1,0,0,0,1,1,1,0,0,1,0,32000
84,1,0,3,0,0,1,1,2,1,1,1,1,0,1,48050
115,2,1,2,0,0,1,1,3,0,0,1,1,1,1,51825
203,3,1,5,0,0,1,1,2,1,0,0,0,1,0,39825
6,2,4,3,0,0,1,0,1,1,1,0,1,1,1,20350
123,1,3,2,0,0,1,1,1,0,1,1,0,0,1,41825
123,3,1,4,1,0,0,0,3,0,1,1,0,1,0,51825
171,3,2,4,0,0,1,1,1,1,1,1,1,0,1,52475
27,2,4,1,0,1,0,0,3,1,0,0,0,1,1,24675
85,3,0,2,1,0,0,1,3,1,0,1,1,1,1,66075
173,1,3,2,0,0,1,1,3,0,1,1,0,1,1,50075
88,2,0,1,1,0,0,1,3,1,1,0,1,1,1,52900
61,1,4,5,1,0,0,0,3,0,1,1,0,1,1,50775
240,3,3,1,0,1,0,1,1,1,1,0,1,0,0,44450
170,2,1,4,1,0,0,1,2,1,0,0,1,0,0,54700
161,1,4,5,0,1,0,1,3,0,0,1,0,1,0,58025
37,3,0,3,0,0,1,1,1,1,1,1,0,0,1,41925
51,3,3,3,0,1,0,0,3,1,0,0,0,0,1,28525
33,2,0,1,1,0,0,0,2,0,0,0,0,1,1,27075
165,1,3,4,0,0,1,1,2,0,1,1,0,0,0,48875
213,3,0,2,0,1,0,1,2,0,0,1,0,1,0,52075
149,2,0,4,0,0,1,1,3,1,1,0,1,1,0,44175
236,2,4,3,1,0,0,1,3,1,0,0,1,0,1,60850
38,2,3,3,0,0,1,1,1,1,1,0,1,0,0,35400
5,2,1,3,1,0,0,0,1,0,0,0,1,0,0,30575
156,1,4,5,0,1,0,1,2,0,1,0,1,0,1,48350
190,1,1,1,0,0,1,1,2,1,0,1,0,0,1,43250
108,3,1,5,0,0,1,0,1,0,1,1,0,1,1,31700
86,2,3,2,1,0,0,0,3,1,1,1,1,1,0,53100
114,3,1,5,1,0,0,1,2,1,0,0,1,0,0,56050
195,1,3,3,0,0,1,0,3,1,1,0,0,1,0,25375
239,2,2,3,0,0,1,1,2,0,1,1,1,1,1,54675
23,1,3,2,0,1,0,0,2,0,0,0,1,0,1,24275
153,3,1,1,0,1,0,0,3,0,0,1,1,0,1,43025
157,1,3,2,1,0,0,1,1,1,0,1,0,1,1,55675
1,3,4,5,0,1,0,1,1,0,1,1,0,1,1,51275
6,1,4,4,0,1,0,0,1,0,0,1,1,0,1,35350
170,2,3,4,1,0,0,0,1,0,1,0,1,0,0,38700
181,3,1,1,0,1,0,1,2,1,0,0,1,0,1,43725
126,2,3,2,0,0,1,0,1,0,1,0,1,0,0,21100
94,1,3,1,0,1,0,0,3,0,1,1,1,0,0,41300
231,3,2,2,1,0,0,1,1,1,1,0,1,1,1,53725
153,3,4,3,0,1,0,0,1,0,1,1,1,0,0,42025
108,3,4,4,0,1,0,1,1,1,0,1,1,1,0,56150
3,3,3,5,0,1,0,1,2,1,1,1,1,0,0,58775
102,3,1,2,1,0,0,1,1,0,0,1,0,0,1,55550
101,1,0,3,0,0,1,1,3,1,1,0,1,0,1,40225
239,3,4,5,0,0,1,1,2,1,1,1,1,1,0,60425
117,2,3,5,0,0,1,1,2,0,0,0,0,1,0,37425
147,3,2,3,0,0,1,1,3,0,1,1,1,0,0,57375
6,2,1,2,0,1,0,0,1,0,0,1,1,1,1,32100
7,2,4,5,0,1,0,1,2,0,1,0,0,1,0,41675
83,1,2,2,0,1,0,0,1,0,0,0,0,1,0,17075
159,1,4,5,0,0,1,0,3,1,0,0,1,0,0,30925
134,1,0,2,0,0,1,1,2,1,0,0,1,0,1,35050
77,1,3,5,0,0,1,0,3,1,1,1,1,1,1,41125
220,3,1,2,0,1,0,1,1,0,0,1,0,0,0,49500
196,3,2,2,0,0,1,1,2,0,1,0,0,1,1,37650
3,2,4,1,1,0,0,0,2,1,0,1,1,1,1,45775
196,1,0,2,0,1,0,1,1,1,0,0,1,0,1,38100
228,1,3,3,1,0,0,0,3,0,0,0,1,0,1,43150
55,1,1,3,0,1,0,0,1,0,0,0,1,0,0,21325
228,1,1,5,0,1,0,1,1,1,1,1,0,1,1,51950
171,1,1,4,0,0,1,1,1,1,0,1,1,1,0,47475
248,3,1,5,0,0,1,0,3,1,0,0,0,0,0,29450
119,3,2,2,0,1,0,1,1,1,0,1,0,0,0,47975
204,3,4,4,0,1,0,1,1,0,1,1,1,0,1,59550
63,2,2,1,0,1,0,1,3,0,1,0,1,0,1,44525
85,1,3,5,1,0,0,1,2,0,1,1,1,1,0,66575
183,1,2,4,0,1,0,0,3,0,0,0,0,1,0,29075
70,3,2,1,0,0,1,0,2,1,1,1,0,0,0,30250
131,3,2,2,1,0,0,0,3,0,1,0,0,1,1,38525
101,1,1,2,0,0,1,1,2,0,0,1,0,1,0,42025
62,3,3,5,0,0,1,0,1,1,0,1,1,0,0,35500
84,2,1,2,0,0,1,1,3,0,1,1,0,0,1,47850
60,3,2,3,0,1,0,0,2,0,1,0,0,0,0,25500
69,1,1,2,1,0,0,0,1,0,1,1,0,0,1,37975
243,1,3,5,0,0,1,0,1,1,1,1,1,1,0,38275
103,3,1,3,0,1,0,0,2,1,0,0,1,0,0,29275
34,1,2,5,0,0,1,1,2,0,0,1,1,0,1,49300
233,3,2,5,0,1,0,1,2,0,0,0,0,1,0,46075
200,2,3,4,1,0,0,0,3,0,0,1,1,0,1,56950
196,1,1,2,1,0,0,0,2,0,1,1,0,0,1,44650
90,1,3,1,1,0,0,0,2,1,0,0,0,0,1,29500
210,2,4,2,0,1,0,1,3,0,0,0,1,1,0,49700
123,1,4,4,1,0,0,0,3,1,1,0,1,0,1,44025
80,2,0,1,1,0,0,1,3,1,1,0,0,1,1,48250
90,3,1,1,0,0,1,0,3,0,1,0,1,1,0,25950
69,1,0,1,0,1,0,0,2,1,1,1,0,0,1,30725
191,3,2,4,1,0,0,1,3,1,1,1,1,1,0,73975
99,1,0,2,0,1,0,0,1,1,0,0,0,1,0,16225
170,3,0,5,0,0,1,1,1,1,0,1,1,0,0,50950
52,1,4,2,1,0,0,1,2,1,0,0,0,0,1,45550
198,2,4,3,0,1,0,1,1,1,1,1,1,0,1,56900
118,2,3,2,0,1,0,1,3,1,1,0,0,0,1,43700
195,1,0,1,0,1,0,0,2,1,0,0,0,1,0,20875
211,3,4,2,0,0,1,0,3,0,1,1,1,0,0,44225
59,1,2,1,0,1,0,0,1,1,0,0,1,0,1,19925
116,2,0,5,1,0,0,1,1,1,1,1,0,0,1,58900
92,3,0,5,0,0,1,1,2,1,1,1,1,0,1,53750
180,2,2,3,0,1,0,1,2,0,0,1,0,1,0,52500
16,2,0,5,1,0,0,1,1,0,1,1,1,0,0,60600
163,3,4,5,1,0,0,1,1,0,0,0,1,1,0,55775
1,3,1,3,0,1,0,0,2,1,0,1,1,1,0,38475
199,2,2,4,0,0,1,0,1,0,1,0,1,0,0,24675
129,1,4,1,0,1,0,0,1,1,1,1,0,1,1,31725
156,2,0,4,0,0,1,1,3,0,0,1,1,0,0,54600
138,1,1,2,0,1,0,0,1,1,1,0,1,1,0,23650
41,1,0,5,1,0,0,0,2,0,0,1,0,1,1,42525
45,3,1,5,0,1,0,1,2,1,1,0,1,0,0,46575
170,2,4,2,0,1,0,1,1,0,1,1,0,1,0,50250
99,2,3,2,1,0,0,0,1,1,1,0,1,1,1,34675
249,1,0,4,0,0,1,0,2,0,1,1,0,0,0,33725
65,1,0,1,1,0,0,1,1,1,1,0,0,0,0,39375
173,2,3,5,0,1,0,1,2,0,0,1,1,1,0,60025
80,2,4,4,0,1,0,0,3,1,1,1,1,1,1,47200
148,3,1,3,0,0,1,1,3,0,1,0,0,0,0,40450
9,1,4,4,1,0,0,1,1,1,1,1,1,1,0,60925
152,3,3,1,0,1,0,1,1,0,0,0,0,0,1,36300
31,3,2,2,1,0,0,1,2,0,1,0,1,1,0,51975
17,3,1,3,1,0,0,1,1,0,1,1,1,0,0,60375
174,1,4,2,0,1,0,0,1,1,0,1,0,1,0,32850
231,2,1,3,0,1,0,1,1,1,1,0,1,0,1,43725
4,2,0,2,0,0,1,0,1,1,0,1,1,1,1,26550
231,3,1,4,0,0,1,0,1,1,1,1,1,1,1,38225
40,2,3,2,0,1,0,0,1,1,1,1,1,0,1,35950
51,2,0,2,1,0,0,1,3,1,1,1,0,1,0,60525
119,2,4,4,0,1,0,0,2,0,1,0,0,1,0,28225
120,1,4,2,1,0,0,0,2,0,0,0,0,0,0,32000
204,3,3,4,0,1,0,0,1,0,0,0,0,0,1,26350
54,1,2,3,0,1,0,0,1,0,1,1,0,1,1,30600
185,3,0,5,1,0,0,1,3,1,0,1,1,0,1,72325
102,3,1,1,0,0,1,0,3,1,1,1,1,0,0,38250
139,2,0,3,0,1,0,1,1,1,0,1,1,0,0,51175
13,2,0,2,0,0,1,1,2,1,1,0,0,0,0,30325
22,3,1,2,1,0,0,0,1,1,0,1,0,0,1,38800
243,1,1,1,0,0,1,1,2,0,1,1,0,0,0,45575
185,2,4,4,1,0,0,0,2,1,0,0,1,1,0,42325
135,1,1,3,0,0,1,1,2,1,1,0,1,1,1,38325
176,2,0,1,0,1,0,0,3,1,0,1,0,0,1,37150
120,1,4,5,1,0,0,1,2,1,1,1,0,0,1,64000
45,1,4,3,0,0,1,0,1,0,0,0,1,0,1,18325
19,2,4,1,0,0,1,1,3,1,0,1,0,1,0,46225
171,3,0,5,0,1,0,1,1,0,1,1,1,0,1,56975
215,2,0,5,1,0,0,1,2,1,0,0,1,1,0,56325
189,2,3,3,1,0,0,1,1,0,0,1,0,0,0,58975
128,2,4,4,1,0,0,0,3,0,1,0,0,0,1,40950
178,1,1,5,0,0,1,1,1,1,0,0,0,0,0,32700
140,3,2,3,0,1,0,0,3,1,1,0,0,1,0,31250
14,2,3,1,0,0,1,0,1,0,0,1,1,0,1,27550
62,1,4,3,0,0,1,1,2,1,0,0,1,0,1,37500
1,1,3,3,0,0,1,0,2,0,0,0,0,0,0,15525
79,2,2,4,0,0,1,1,2,0,0,1,1,1,0,50675
91,3,3,5,1,0,0,0,1,0,1,0,1,0,1,39475
187,2,2,2,0,1,0,0,3,0,0,0,1,0,0,32625
175,1,0,2,0,1,0,0,3,1,0,1,0,0,0,36875
204,1,3,1,0,0,1,1,1,0,0,1,1,0,0,45800
220,1,0,5,0,0,1,0,3,0,1,0,0,1,0,26000
228,2,3,5,0,0,1,0,1,1,1,1,1,1,0,39400
231,3,4,2,0,1,0,0,3,1,0,0,0,0,1,32525
49,1,2,1,0,0,1,0,2,0,1,0,0,0,1,14725
189,2,2,5,0,1,0,0,1,1,0,0,1,1,1,29675
163,1,4,1,1,0,0,0,1,0,0,0,1,1,1,32775
62,3,0,3,0,1,0,1,3,0,0,1,0,1,1,53050
135,2,2,3,0,0,1,1,2,0,0,0,0,0,1,34625
104,2,1,1,1,0,0,0,3,0,0,0,0,0,0,33100
85,1,0,5,0,0,1,1,1,1,1,0,0,1,0,30875
205,3,2,4,0,1,0,0,2,1,1,0,1,1,1,35075
125,1,3,5,1,0,0,0,1,0,1,0,1,0,0,37325
68,2,4,3,0,0,1,0,1,0,0,1,1,1,1,32150
109,3,3,5,0,0,1,0,2,0,0,1,1,1,0,39925
159,3,0,2,1,0,0,0,1,0,1,0,1,0,1,35175
96,2,1,4,0,1,0,0,1,0,0,0,0,1,0,20650
158,2,2,2,0,1,0,0,2,0,1,1,0,1,0,36950
21,3,0,4,1,0,0,0,3,0,0,1,1,0,1,51725
1,1,1,3,0,0,1,1,3,0,0,1,0,1,1,44275
75,2,2,2,1,0,0,1,2,0,1,1,1,1,0,63325
79,3,2,1,1,0,0,0,3,1,0,1,1,0,1,51175
164,2,1,1,1,0,0,0,1,0,1,1,0,1,1,40600
210,3,3,2,0,0,1,0,2,0,1,1,0,0,0,35500
240,3,2,5,0,0,1,1,3,1,0,0,1,1,0,49450
195,1,3,4,0,1,0,0,3,1,1,1,0,0,1,43375
89,3,0,5,0,0,1,1,3,0,0,0,1,0,1,43925
204,1,3,1,1,0,0,1,3,1,1,1,1,1,0,68300
185,1,2,4,1,0,0,1,3,1,0,1,0,1,0,65125
131,3,4,3,0,1,0,0,3,0,0,0,0,0,0,31025
182,1,3,3,0,1,0,0,1,0,1,0,1,0,1,27250
143,2,4,4,0,0,1,1,3,1,1,0,0,1,0,42575
110,1,0,2,0,0,1,0,2,1,0,1,0,0,0,26750
55,1,2,2,1,0,0,1,1,0,0,0,1,1,0,44825
170,1,0,1,1,0,0,0,1,0,0,1,0,0,1,37250
146,3,3,5,0,1,0,1,1,1,0,1,0,0,0,53150
213,1,2,4,1,0,0,1,2,0,1,1,1,0,1,67775
79,1,0,4,1,0,0,1,2,0,0,1,1,0,1,61675
134,2,4,5,0,1,0,1,1,0,1,1,0,0,1,53100
223,2,3,3,1,0,0,1,2,1,0,1,1,0,0,68025
27,1,2,2,0,1,0,0,3,1,1,0,0,1,1,24175
154,2,0,1,0,0,1,1,3,0,1,1,0,1,1,47600
167,3,2,1,1,0,0,0,1,1,0,1,1,0,0,46375
195,2,0,1,1,0,0,0,3,0,0,0,1,0,1,39075
54,1,2,2,0,0,1,0,2,0,0,1,1,1,1,31050
63,1,4,2,0,0,1,1,1,1,0,0,0,1,0,28325
29,2,3,5,0,1,0,0,2,0,1,1,1,0,0,42675
225,2,4,2,1,0,0,0,2,1,0,1,1,0,1,52575
29,1,1,3,1,0,0,0,2,0,1,0,0,0,0,29975
212,2,3,1,0,0,1,0,3,0,0,1,1,0,0,39500
102,1,0,5,0,0,1,0,1,0,0,0,0,1,1,14800
96,2,1,1,0,1,0,0,2,0,0,0,1,1,1,24850
119,2,0,1,1,0,0,1,2,0,0,1,1,1,0,60425
12,1,3,3,0,0,1,1,3,1,1,1,0,1,1,47550
79,3,0,3,0,1,0,0,2,1,0,1,0,1,0,35225
181,3,2,4,0,1,0,1,1,1,1,1,0,0,0,53275
119,2,0,3,0,1,0,1,3,0,1,1,1,0,0,58675
38,3,2,3,1,0,0,0,3,0,1,1,1,1,1,53650
82,3,2,3,0,0,1,1,2,1,1,0,0,1,0,36300
2,2,3,4,0,0,1,0,1,1,1,1,1,1,1,32500
47,3,0,4,0,1,0,1,2,1,0,1,0,1,1,50675
124,2,1,5,1,0,0,1,2,1,0,0,1,1,0,54800
249,1,2,3,0,1,0,1,1,1,1,1,0,0,1,50725
42,3,0,1,0,1,0,1,1,0,1,1,0,1,0,44300
78,3,1,4,0,0,1,1,1,1,0,0,1,1,1,36400
156,1,1,2,1,0,0,0,2,1,0,1,1,1,0,47100
23,1,3,4,1,0,0,1,1,1,0,0,0,1,0,43075
98,1,0,5,0,0,1,1,3,1,1,1,1,1,0,54400
18,3,4,5,1,0,0,0,2,1,1,0,1,0,0,42150
161,3,4,5,0,0,1,0,3,0,0,1,1,1,1,45475
217,3,0,4,0,0,1,0,1,1,1,1,0,1,0,32675
174,1,0,5,0,1,0,1,1,1,1,0,1,0,0,42550
22,3,3,5,1,0,0,1,2,0,1,1,1,0,0,68000
85,3,3,3,0,0,1,0,2,1,0,0,1,1,1,25325
156,3,4,5,0,1,0,1,1,1,1,1,0,0,1,55400
188,2,3,1,0,0,1,0,1,0,0,1,1,1,0,31900
226,1,4,3,0,0,1,0,3,1,1,0,0,1,0,26900
1,1,2,3,1,0,0,1,3,1,1,1,1,0,1,64975
180,3,0,4,0,1,0,0,3,1,1,1,0,1,1,43750
230,2,0,5,0,0,1,1,2,1,1,1,1,0,1,55700
221,3,3,1,0,0,1,1,3,1,1,1,1,0,1,57725
243,3,0,3,0,1,0,1,3,0,0,1,0,1,0,57575
65,3,3,2,0,1,0,0,2,1,0,0,0,1,0,24125
178,3,4,3,0,0,1,1,2,0,0,1,0,1,0,50450
184,3,0,2,1,0,0,1,3,0,0,1,0,0,1,63850
143,1,0,2,0,1,0,1,2,1,0,1,1,0,1,52025
249,2,4,2,0,1,0,0,1,0,0,1,0,0,0,35975
191,1,4,4,1,0,0,1,2,1,1,1,1,0,1,68975
230,2,0,3,0,0,1,0,1,1,0,0,1,0,0,21700
40,2,3,5,0,1,0,0,1,0,0,0,1,0,0,26450
227,2,4,2,0,0,1,1,3,0,0,1,1,0,1,56875
184,1,3,2,0,1,0,1,2,1,1,1,1,1,1,56550
199,1,1,5,1,0,0,0,1,0,1,0,0,0,1,33225
123,1,2,1,1,0,0,0,1,1,1,0,1,0,1,31775
59,1,3,3,0,0,1,0,3,0,1,1,1,1,0,37925
59,3,1,1,0,0,1,0,3,1,1,1,0,1,1,32725
185,2,3,5,0,1,0,0,3,1,1,0,1,0,0,38575
137,1,4,1,1,0,0,0,2,0,1,1,0,1,0,44175
23,3,4,1,0,0,1,0,3,1,0,1,0,1,1,32825
246,2,3,1,1,0,0,1,3,1,1,1,1,1,1,70850
213,1,2,3,0,1,0,1,3,0,0,0,0,1,0,43575
134,1,0,2,1,0,0,0,1,1,0,0,0,0,1,26100
46,3,3,4,1,0,0,1,1,0,0,1,0,1,0,58150
62,2,3,1,1,0,0,0,3,0,1,0,0,0,1,34800
240,3,4,5,0,0,1,1,2,0,0,0,1,1,1,47200
7,3,0,3,0,1,0,1,3,0,1,0,0,0,0,41175
126,3,1,3,1,0,0,0,2,1,1,0,1,1,0,40100
62,1,0,4,1,0,0,1,2,0,0,1,1,1,0,61250
142,1,1,5,0,1,0,1,2,1,1,1,0,1,1,53300
107,3,0,2,0,1,0,0,2,1,0,0,0,1,1,22925
93,1,0,2,0,0,1,1,1,0,1,1,0,0,0,38825
243,1,1,3,1,0,0,1,1,1,1,0,0,0,0,47075
200,3,1,1,0,0,1,0,3,1,1,1,0,1,0,36250
229,2,1,1,0,1,0,1,1,0,0,1,1,1,1,51425
135,1,1,5,0,0,1,0,2,0,1,1,0,0,1,32875
130,3,2,1,0,0,1,0,3,0,1,0,0,0,1,23250
225,2,1,5,0,0,1,1,3,1,1,0,1,0,0,48075
164,2,3,3,1,0,0,0,3,1,1,0,1,0,0,44550
148,1,3,4,1,0,0,0,1,1,1,1,0,0,1,44200
86,2,0,3,0,0,1,0,2,1,0,1,1,1,1,33350
46,3,1,1,0,1,0,1,3,1,1,1,0,0,0,52400
152,1,4,4,1,0,0,0,1,1,0,0,1,0,0,36500
206,2,4,5,0,1,0,1,3,1,1,0,0,1,1,50400
123,3,2,1,0,0,1,1,1,0,1,1,1,1,1,47275
53,1,4,2,1,0,0,1,3,0,1,0,1,1,1,54525
42,2,3,4,0,0,1,1,1,0,0,1,1,1,0,47000
199,1,2,5,0,0,1,0,3,1,0,0,1,0,0,30425
168,2,3,4,1,0,0,0,3,1,0,1,1,1,1,56400
221,1,0,5,1,0,0,0,2,0,1,1,0,0,1,48275
91,1,1,5,0,1,0,1,3,0,0,0,0,0,0,42275
157,2,0,2,0,1,0,0,3,0,0,1,1,0,0,42125
207,3,3,3,0,1,0,1,3,0,0,0,0,0,1,47175
155,3,0,5,1,0,0,1,3,0,1,0,0,1,1,56375
68,1,4,2,0,0,1,0,2,0,1,1,0,0,1,29700
225,2,2,2,0,1,0,0,3,1,1,1,0,1,1,42375
237,1,3,4,0,0,1,0,1,0,0,1,0,1,1,30925
65,1,3,5,1,0,0,1,1,1,1,0,0,1,0,46625
68,3,1,4,1,0,0,0,1,1,1,0,1,0,0,36400
185,3,1,2,1,0,0,1,3,1,1,1,1,1,1,70575
10,1,2,2,0,1,0,1,1,1,0,1,0,1,0,42250
223,1,0,1,0,1,0,0,3,0,0,0,0,0,1,24825
196,2,2,4,0,0,1,1,3,1,1,1,0,1,0,54150
174,3,2,3,1,0,0,0,3,1,1,1,0,1,1,52850
103,1,0,4,0,1,0,0,1,0,0,0,0,1,1,18575
202,2,1,1,0,1,0,0,3,1,1,0,1,1,1,32500
132,3,0,3,1,0,0,0,1,0,1,1,1,0,1,47500
71,2,1,3,1,0,0,0,3,1,1,1,0,1,1,48025
63,3,3,1,1,0,0,1,1,0,0,1,0,0,1,54825
242,1,3,1,0,0,1,1,1,1,0,1,0,0,1,42550
127,3,0,2,0,1,0,0,2,1,0,1,0,1,0,35175
222,2,3,5,0,1,0,1,1,0,0,1,0,0,1,53300
102,1,1,4,1,0,0,1,2,0,0,1,1,0,1,63000
155,1,4,5,0,0,1,1,1,1,1,1,0,0,0,47375
33,3,1,5,0,1,0,1,2,1,0,0,1,1,1,45025
13,1,3,5,0,0,1,0,3,0,1,1,1,1,1,39275
25,3,1,2,1,0,0,0,3,0,0,0,0,1,0,33875
208,3,2,2,0,1,0,0,1,0,0,1,0,1,0,34950
158,1,0,3,0,0,1,1,2,0,1,0,0,0,1,33450
101,3,1,3,0,1,0,0,1,0,1,1,1,1,0,38475
102,3,2,5,0,1,0,0,3,0,1,0,1,0,1,37000
169,3,3,5,0,1,0,1,2,0,0,1,1,0,1,61425
236,2,3,1,0,0,1,0,3,0,0,0,1,1,0,28350
46,2,3,3,1,0,0,0,1,1,0,0,1,0,1,33350
9,1,2,3,1,0,0,1,3,0,1,1,1,0,0,64925
4,3,3,4,1,0,0,1,2,1,0,0,1,1,0,53550
126,3,3,3,0,1,0,0,2,1,0,0,1,0,0,31350
248,3,1,2,0,0,1,1,2,0,0,1,1,0,1,53150
119,1,3,2,0,0,1,1,2,0,1,0,0,0,1,33475
211,1,4,1,0,0,1,0,3,1,0,0,1,0,1,27225
154,1,2,5,0,0,1,1,2,0,0,0,1,0,0,40550
226,1,1,2,0,1,0,1,3,1,1,1,1,0,1,59600
9,1,2,4,0,1,0,1,3,1,0,0,0,1,1,39975
129,3,4,2,0,0,1,1,1,1,0,0,0,1,1,32975
128,2,3,5,1,0,0,0,1,1,0,1,1,0,0,49650
91,2,0,5,0,1,0,0,3,1,0,1,0,1,1,40025
197,2,1,2,0,1,0,0,3,0,0,0,1,0,1,32125
20,3,0,1,1,0,0,0,3,0,0,1,1,1,0,47950
11,2,0,5,1,0,0,0,2,0,0,1,0,1,1,43275
228,3,0,3,0,0,1,0,2,1,1,1,1,0,1,39650
152,3,4,4,0,0,1,1,3,0,1,1,0,0,1,55800
39,3,2,3,0,1,0,1,2,0,0,0,1,0,0,43175
135,1,1,2,0,1,0,0,3,0,0,1,1,0,1,40825
121,3,2,5,1,0,0,0,2,0,1,1,1,0,1,54725
104,1,0,5,1,0,0,0,1,0,1,1,1,0,0,46300
18,3,2,1,0,1,0,1,3,1,1,0,1,1,1,45150
210,1,2,4,0,0,1,0,3,0,1,1,0,1,1,37750
79,1,4,3,0,0,1,0,2,1,1,0,0,1,1,19725
58,3,3,3,1,0,0,1,1,1,0,1,1,1,1,61900
101,3,2,3,1,0,0,0,1,1,1,0,0,1,0,32275
135,3,4,1,1,0,0,0,3,0,0,0,1,0,1,42075
176,1,2,3,1,0,0,0,3,1,0,1,0,0,0,48650
151,2,3,4,0,1,0,1,3,0,1,1,1,1,1,62975
162,3,1,2,0,1,0,1,1,0,1,1,1,1,0,53750
144,3,2,5,0,0,1,0,3,1,1,0,1,0,1,33300
